team1_id,team1_score,team2_id,team2_score,num_ot,team1_seed,team2_seed,strongseed,weakseed,team1_region,team2_region,host_lat,host_long,team1_lat,team1_long,team2_lat,team2_long,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_wins,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_wins,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,Outcome
1124,68,1358,59,0,3,14,3,14,X,X,41.8236,-71.4222,31.545956,-97.119359,30.7247,-95.5519,1,1,0,0,0,0,106,102,126,113,25,7,25,7,1,1,0,0,0,0,225,130,225,130,25,7,25,7,52.9985,38.1847,72.8933,17.1091,41.2979,33.6146,67.9887,6.3718,32.3872,34.3977,50.7886,57.9474,0.0962,0.0899,51.8591,37.6281,70.5615,5.915,50.3697,33.2717,69.2078,8.9041,40.0587,33.3333,72.1728,67.7241,0.1055,0.09,67.519,65.8184,112.7598,117.53,98.0898,95.608,70.4647,70.0544,111.9319,109.6887,101.4322,103.0312,1
1139,77,1431,59,0,5,12,5,12,Z,Z,37.3382,-121.8863,39.840662,-86.171791,31.771697,-106.50356,2,2,0,0,0,0,84,14,84,14,28,4,28,4,0,0,0,0,0,0,82,51,82,51,26,6,26,6,50.8696,34.1656,73.7723,6.4955,46.148,31.6993,67.8625,10.4348,39.8221,31.6116,54.9112,50.559,0.1093,0.0818,53.3643,34.3003,67.3387,10.1954,43.4155,31.26,66.7949,6.0325,31.1868,34.7561,54.7699,53.4653,0.1235,0.0815,64.5273,65.1617,108.4929,108.1695,92.5372,89.6286,70.0005,69.448,106.7643,105.4755,90.5136,89.8379,1
1140,99,1196,92,2,7,10,7,10,Z,Z,35.4822,-97.535,40.250851,-111.649281,29.638248,-82.361195,3,3,0,0,0,0,126,39,126,39,29,5,29,5,9,9,4,4,3,3,331,138,366,158,21,12,21,12,51.3062,41.3743,78.9539,8.7863,44.6016,33.8534,68.516,7.4746,33.1717,32.3085,54.9495,53.6765,0.1197,0.0823,50.5891,31.3272,70.3428,7.1811,48.2811,32.5039,67.963,9.9411,32.3031,32.9406,53.8202,52.1998,0.1057,0.0995,71.4489,72.8186,115.5477,115.5427,91.6595,93.9176,66.5896,65.4095,107.1838,111.3105,98.1384,98.0395,1
1242,90,1250,74,0,1,16,1,16,Y,Y,30.3369,-81.6614,38.957351,-95.24587,40.607158,-75.378887,6,11,4,7,1,1,201,42,408,147,32,2,32,2,0,0,0,0,0,0,51,39,51,39,22,10,22,10,52.6999,40.4321,69.9196,15.989,40.1103,33.1404,68.6012,9.0909,30.6964,32.2596,58.9545,55.1171,0.1191,0.0926,47.7727,40,71.9298,6.6771,46.9756,34.757,70.8126,8.679,29.6976,34.7848,58.7886,57.0743,0.0874,0.0943,69.9189,68.3847,116.1563,118.8778,91.0977,88.795,69.8275,70.064,107.2011,104.4722,99.2275,105.5154,1
1243,82,1317,62,0,2,15,2,15,Z,Z,35.4822,-97.535,39.188616,-96.581077,33.210958,-97.151211,1,1,0,0,0,0,69,31,69,31,26,7,26,7,1,1,0,0,0,0,150,120,165,136,24,8,24,8,48.9951,36.0176,66.8539,13.3624,45.1707,33.7229,70.2991,8.2467,32.1261,30.3138,54.6695,51.4563,0.1038,0.0969,50.8803,32.7968,71.875,6.6274,47.349,32.9114,70.9516,11.2676,30.4348,25.8734,49.5277,44.3054,0.0626,0.1034,72.0244,71.048,109.5895,113.9432,95.6136,91.5124,68.5468,68.7284,105.2366,101.9835,100.3196,102.4178,1
1246,100,1190,71,0,1,16,1,16,W,W,29.9667,-90.05,38.028081,-84.510698,36.301643,-82.366954,0,11,0,7,0,2,32,2,477,142,32,2,32,2,2,3,0,0,0,0,138,86,241,169,20,14,20,14,54.5752,33.142,66.9072,17.7662,41.1496,31.2899,68.8501,7.7778,31.2977,33.8375,53.3771,47.6571,0.1036,0.0969,48.0292,31.1712,65.7289,9.7337,47.8421,33.1586,66.3058,9.3431,28.8312,41.1987,44.5247,58.0103,0.1206,0.1044,70.2518,69.4026,111.7162,111.7599,92.0294,89.6768,68.6879,67.9971,100.0914,98.9957,95.938,96.6636,1
1293,66,1435,65,0,13,4,4,13,Z,Z,37.3382,-121.8863,36.61241,-88.323493,36.14443,-86.804875,0,1,0,0,0,0,83,43,187,169,30,4,30,4,3,5,2,2,0,0,213,136,336,199,24,8,24,8,54.2063,38.0702,69.4408,13.7165,41.0728,34.0037,69.0513,7.6984,31.1475,29.5356,56.6667,51.8006,0.1323,0.0945,51.4563,36.8821,72.2679,12.0573,45.2148,33.887,63.2132,10.2751,29.8524,31.2079,50.9639,48.01,0.0815,0.0943,67.9395,67.2484,111.9651,107.2862,90.0404,93.9013,70.4734,69.7497,109.4408,111.5836,98.9427,96.9705,1
1307,62,1285,57,0,3,14,3,14,W,W,37.3382,-121.8863,35.083868,-106.620155,46.861074,-113.98294,0,4,0,1,0,0,75,25,305,179,29,4,29,4,0,0,0,0,0,0,70,52,70,52,22,9,22,9,47.8193,36.9418,66.8867,10.3717,49.0925,33.3333,67.0134,7.5545,36.5299,39.8023,56.0316,56.7436,0.0966,0.082,51.9231,39.3145,71.8584,8.9219,44.7955,36.0341,65.7763,7.5962,32.2917,30.356,49.2517,46.0829,0.0997,0.0876,68.0325,68.6377,112.148,113.061,98.023,97.9063,63.6599,63.7143,108.8523,105.1683,97.7719,98.5583,1
1320,69,1424,66,0,9,8,8,9,Y,Y,30.3369,-81.6614,42.514923,-92.459703,36.106994,-115.141153,1,1,0,0,0,0,87,42,87,42,28,4,28,4,2,11,1,3,0,1,137,61,455,294,25,8,25,8,47.5046,35.3566,75.814,6.4103,44.7802,33.279,69.0428,6.3771,37.8518,35.9531,49.1299,45.1659,0.0958,0.0788,53.3607,33.3333,71.7949,10.2703,43.2432,33.7329,70.7134,7.2951,35.518,34.4746,60.8,51.1078,0.1133,0.0716,59.0766,59.9,107.2686,106.1109,91.6915,89.2475,67.4894,67.3452,107.2269,107.4345,94.0158,93.0854,1
1325,97,1207,83,0,14,3,3,14,Y,Y,29.9667,-90.05,39.334351,-82.094162,38.908809,-77.073463,0,0,0,0,0,0,36,31,36,31,21,14,21,14,3,5,2,2,1,1,139,61,207,103,23,10,23,10,46.3964,36.4993,72.8235,6.6192,46.9751,30.7143,69.9068,9.1592,35.6211,33.2542,57.3844,56.9143,0.1066,0.0821,54.6961,38.6861,71.131,12.6206,45.9807,33.4884,71.8354,10.3394,30.1928,34.1451,57.6796,56.3452,0.1048,0.1083,68.7693,69.5351,104.4282,105.8645,97.691,98.3988,66.5913,66.5662,109.9958,115.2194,97.7879,93.5121,1
1330,51,1323,50,0,11,6,6,11,X,X,41.8236,-71.4222,36.884919,-76.309653,41.616717,-86.289848,2,4,0,0,0,0,187,102,328,168,26,8,26,8,5,7,1,1,0,0,211,112,310,164,23,11,23,11,49.1547,31.6794,64.8,8.6491,45.799,30.0613,66.4865,8.3875,25.4122,34.9411,59.9783,53.5904,0.1242,0.1009,51.3281,38.7816,72.3118,7.7612,47.7612,34.8802,74.1935,9.1406,34.4598,33.2669,63.7255,55.7847,0.0857,0.0923,63.3504,64.0617,106.2626,106.9823,90.1057,91.4813,64.3472,63.7279,116.6644,118.1491,105.7914,99.8575,1
1388,80,1350,71,0,10,7,7,10,X,X,43.05,-87.95,29.451793,-98.564307,37.577625,-77.538702,2,2,0,0,0,0,181,102,181,102,26,5,26,5,0,0,0,0,0,0,83,78,101,90,26,8,26,8,52.1811,40.5286,76.129,11.1776,46.3739,30.1969,65.9359,6.5021,35.9177,23.3163,57.4725,38.5629,0.0735,0.0843,49.9192,35.5114,70,11.9245,43.7736,30.0664,70.6304,9.37,36.2513,31.2403,50.9217,45.5979,0.1241,0.0816,67.4434,67.9883,116.3831,114.3804,97.8036,97.4088,65.1905,64.1043,103.7747,107.9261,93.7245,93.336,1
1397,62,1361,59,0,6,11,6,11,Y,Y,29.9667,-90.05,35.955093,-83.929696,32.77525,-117.071228,4,6,2,3,0,0,123,45,209,83,25,8,25,8,2,9,0,4,0,3,198,148,383,229,25,8,25,8,51.7749,32.0117,67.0968,10.7399,45.6643,29.7158,69.5284,10.5157,31.3247,38.1093,53.2795,52.3632,0.1116,0.0865,53.5176,31.7669,61.8644,13.2392,43.0715,36.1017,69.8529,8.6265,30.8227,34.2426,51.9802,56.4907,0.1121,0.0942,70.697,69.4883,103.3137,104.1957,91.9579,89.8789,64.121,64.6254,107.8931,109.4099,95.9992,93.9251,1
1437,73,1352,70,1,2,15,2,15,X,X,43.05,-87.95,40.039388,-75.345457,40.521088,-80.211785,5,7,4,4,1,1,202,98,324,183,24,7,24,7,1,1,0,0,0,0,73,30,73,30,23,11,23,11,50.3894,37.2781,75.4936,11.5789,45.5263,33.5664,70.989,10.8255,34.4898,38.5445,49.9444,58.7615,0.1078,0.0903,46.7474,36.0806,66.5891,7.1942,46.0432,32.1221,71.8931,9.0015,29.2291,38.2222,53.1288,57.0259,0.1122,0.103,72.5328,72.8656,113.4836,116.9981,100.265,96.3553,67.664,67.0644,101.3257,99.3736,96.8173,100.2647,1
1448,81,1400,80,1,9,8,8,9,W,W,29.9667,-90.05,36.135301,-80.279004,30.28473,-97.737277,1,1,0,0,0,0,60,30,128,154,19,10,19,10,11,17,5,6,1,1,294,114,496,248,24,9,24,9,47.2106,30.8046,65.748,12.7643,43.7745,29.2007,68.6813,8.4379,23.2745,32.4339,45.3761,47.9675,0.0985,0.0989,50.8794,34.4523,63.3257,12.9593,43.5538,32.1549,68.3853,7.9146,26.228,28.4075,48.6567,46.5006,0.1058,0.0971,70.7865,70.2811,100.7884,104.611,94.6932,92.6926,74.0998,72.7233,108.8679,111.595,93.6786,94.5267,1
1449,80,1266,78,0,11,6,6,11,W,W,37.3382,-121.8863,39.217329,-76.06878,43.038765,-87.928122,4,5,2,2,0,0,169,90,262,178,24,9,24,9,1,1,0,0,0,0,47,21,61,38,22,11,22,11,49.4526,33.6268,72.0442,10.0874,45.8642,32.13,68.1668,6.5693,25.6781,27.1436,51.2948,46.2791,0.1002,0.0835,47.8793,41.2651,74.0909,5.5004,50.0382,32.5188,68.0812,10.2773,35.1323,28.8973,59.9303,56.401,0.1207,0.0857,73.2105,73.2103,108.3075,109.5266,95.6118,95.1524,64.5802,63.7749,111.1804,111.824,98.1909,94.2287,1
1143,77,1257,62,0,8,9,8,9,X,X,35.4822,-97.535,37.871519,-122.260401,38.215752,-85.758843,1,13,0,3,0,1,45,21,591,266,23,10,23,10,6,14,3,9,1,5,220,85,574,213,20,12,20,12,52.0085,37.4384,75.7322,6.2591,48.8355,31.5534,69.3816,9.3023,30.0296,31.0241,51.7598,50.2309,0.0825,0.0812,51.9019,33.7194,70.1429,10.8608,46.7418,34.7458,70.1731,5.9172,39.6429,32.1877,58.3333,56.4885,0.1132,0.0952,68.5621,68.4611,114.0441,117.8527,99.398,99.0621,68.3764,67.2902,110.3721,113.1934,100.766,98.1397,1
1165,78,1396,65,0,12,5,5,12,W,W,30.3369,-81.6614,42.445291,-76.48269,39.980943,-75.158267,2,2,0,0,0,0,144,137,144,137,27,4,27,4,2,11,0,0,0,0,84,48,394,211,29,5,29,5,51.0758,43.2815,73.3591,10.0176,46.6608,34.2105,71.5397,8.6062,39.8086,31.8563,59.0376,52.1739,0.108,0.0976,48.3919,33.719,68.8555,8.1314,43.0805,28.479,69.863,7.7038,31.1535,32.5778,60.517,47.1802,0.0746,0.0856,65.5326,65.7817,113.4091,114.0527,97.4265,102.0349,62.0571,61.2041,104.0827,105.8365,89.3644,86.5396,1
1181,73,1115,44,0,1,16,1,16,X,X,35.4822,-97.535,36.00159,-78.94226,34.242192,-92.021263,25,25,18,18,10,10,789,220,862,279,29,5,29,5,0,0,0,0,0,0,30,33,30,33,17,15,17,15,46.9811,38.491,75.8621,9.842,44.0462,28.2648,68.6667,9.8113,32.968,25.3515,52.7672,48.6976,0.0996,0.0789,44.5122,30.2575,66.7828,10.151,44.2953,32.197,66.2047,11.3567,26.2092,30.6977,58.069,56.1605,0.0986,0.1124,67.6228,66.6843,114.7741,116.9563,91.28,89.2061,67.8632,66.6265,93.219,90.1584,94.0452,96.6486,1
1210,64,1329,59,0,10,7,7,10,Y,Y,41.8236,-71.4222,33.773732,-84.396019,36.123085,-97.069743,4,5,1,1,1,1,176,143,242,170,22,12,22,12,1,2,0,0,0,0,45,22,168,137,22,10,22,10,49.0291,35.7895,65.4809,13.6432,42.8036,31.2925,66.9903,7.8363,28.33,35.5244,52.5796,57.5531,0.1114,0.1118,52.5093,34.949,71.5339,6.8709,44.9503,36.1465,69.7947,9.0149,42.1505,34.2048,49.1061,49.3506,0.0941,0.0831,70.8161,69.6914,102.0208,107.223,93.5159,91.4419,69.0186,68.0064,107.5464,110.3771,98.6479,95.4271,1
1211,67,1199,60,0,8,9,8,9,Z,Z,42.9047,-78.8494,47.668144,-117.403062,30.439741,-84.290883,10,10,4,4,0,0,290,72,290,72,26,6,26,6,1,4,0,1,0,0,153,105,353,315,22,9,22,9,54.3981,35.4582,66.7043,10.3132,44.767,33.9117,65.3614,7.3302,27.9199,32.63,50.2831,51.186,0.0924,0.0929,50.7222,33.3932,64.4245,17.6523,40.3354,32.8479,67.1593,6.627,32.1223,35.2941,56.9604,47.2727,0.1228,0.1168,69.1672,68.8178,110.9178,110.4838,97.1099,96.2094,67.8332,66.854,100.3551,102.4203,88.544,86.9926,1
1268,89,1222,77,0,4,13,4,13,Y,Y,47.6589,-117.425,38.988607,-76.939704,29.719988,-95.344851,13,16,7,9,2,2,441,237,648,365,23,8,23,8,0,10,0,3,0,0,121,76,594,419,19,15,19,15,49.8663,38.5714,72.9569,10.5147,42.1324,33.9652,69.8305,7.754,24.6727,31.7612,56.4706,47.335,0.1096,0.0794,45.2397,35.5696,70.596,7.0809,51.6618,33.4483,71.3368,8.2696,35.4419,29.5316,45.1717,49.945,0.1305,0.0628,70.3271,70.1729,111.324,116.2984,95.8087,95.6735,71.6108,72.0842,109.2381,110.7958,104.0244,102.6934,1
1277,70,1308,67,0,5,12,5,12,Y,Y,47.6589,-117.425,42.72476,-84.473639,32.282875,-106.747841,12,12,8,8,5,5,360,145,360,145,24,8,24,8,0,0,0,0,0,0,60,40,60,40,22,11,22,11,51.6404,34.375,68.4555,9.5497,45.1087,32.8477,70.9828,6.168,26.3056,36.9555,62.2177,55.7298,0.0987,0.0991,51.3877,37.4667,69.7422,7.9941,49.815,35.7143,68.9394,7.233,38.6797,34.5763,52.9148,57.8664,0.0839,0.0801,66.673,67.1159,108.3923,109.2147,95.4326,91.952,72.0852,71.8473,109.0478,111.0211,108.1713,104.5017,1
1281,86,1155,78,0,10,7,7,10,W,W,42.9047,-78.8494,38.626527,-90.336949,34.677329,-82.834463,1,4,1,2,0,0,87,45,176,86,22,10,22,10,2,5,0,0,0,0,138,87,394,278,21,10,21,10,47.6123,36.8046,72.409,12.2511,45.1761,31.6781,70.2446,7.484,33.3175,30.8995,56.3715,49.2903,0.1519,0.0835,50.9222,34.2314,66.055,11.9368,47.2727,29.4235,67.8914,8.0192,33.5996,28.4502,53.2315,51.4745,0.1343,0.1174,71.6786,70.5175,107.1079,107.353,91.6829,91.5904,70.0254,69.0572,104.5143,107.7848,91.679,91.1365,1
1326,68,1364,51,0,2,15,2,15,Y,Y,41.8236,-71.4222,39.998389,-83.009001,34.415462,-119.848071,3,7,1,2,1,1,154,53,256,84,27,7,27,7,1,1,0,0,0,0,199,155,199,155,20,9,20,9,54.8062,38.9831,69.6503,12.1894,45.1087,33.7001,70.9981,5.814,35.4354,36.0794,55.4425,55.8111,0.1086,0.0818,47.5027,37.5712,68.2159,9.5745,48.9362,31.04,67.0455,8.8204,35.8992,39.9361,60.9302,57.4924,0.097,0.1062,64.7507,65.8241,113.6388,116.1582,94.1432,92.6564,67.4021,67.5656,99.888,98.7179,97.4963,96.8624,1
1338,89,1324,66,0,3,14,3,14,Z,Z,43.05,-87.95,40.444502,-79.954692,42.67255,-83.218895,6,6,3,3,0,0,187,53,187,53,24,8,24,8,1,1,0,0,0,0,181,160,181,160,26,8,26,8,48.9097,34.2803,69.2903,10.412,43.5955,31.3869,66.0911,10.3583,29.1391,29.1025,66.2546,50.2653,0.0811,0.0852,49.813,31.5615,71.6437,10.9255,50.0348,33.9216,67.6704,8.6013,31.0469,26.1941,49.0654,47.5336,0.0919,0.0984,62.342,61.8614,106.7708,109.9858,96.4841,92.9145,70.2734,70.3013,106.8378,107.399,102.1336,103.8548,1
1345,72,1373,64,0,4,13,4,13,X,X,47.6589,-117.425,40.428206,-86.914435,42.718586,-73.75153,3,4,1,1,0,0,110,55,135,60,27,5,27,5,2,4,0,0,0,0,112,50,251,176,27,6,27,6,49.6713,31.8569,72.3179,12.1896,41.6102,35.3167,71.4706,6.6472,30.0102,28.1622,56.8627,51.289,0.1051,0.0779,49.6774,32.1285,67.3392,8.5305,47.3835,32.81,63.8249,7.2903,24.3164,31.3484,52.2581,53.908,0.1234,0.0865,66.7383,67.1506,106.5055,107.2779,91.454,88.7593,70.0158,70.1254,106.9294,108.4629,92.6466,94.586,1
1393,79,1436,56,0,1,16,1,16,Z,Z,42.9047,-78.8494,43.037587,-76.135062,44.479262,-73.198128,26,26,13,13,3,3,827,292,827,292,28,4,28,4,0,0,0,0,0,0,103,58,103,58,25,9,25,9,57.1224,39.1026,67.651,17.1851,46.2675,30.2083,63.7024,5.7266,30.8758,40.186,64.5873,63.4346,0.1355,0.1194,48.5294,31.6794,68.5622,10.2248,43.6548,32.0261,69.242,9.7059,27.8132,30.7383,51.2107,48.4962,0.1008,0.1025,71.3215,70.7441,114.266,115.7085,94.1878,91.8891,67.5725,67.5554,104.6583,103.4121,94.5963,99.9431,1
1401,69,1429,53,0,5,12,5,12,X,X,47.6589,-117.425,30.596291,-96.306732,41.740748,-111.81391,2,3,0,1,0,0,72,30,225,149,23,9,23,9,6,7,0,0,0,0,294,98,512,236,27,7,27,7,49.0179,33.7705,66.3573,9.015,44.9082,33.612,69.9213,12.2972,34.2504,33.2962,51.0256,54.3978,0.099,0.0968,52.0183,41.5027,75.6318,9.688,44.7455,32.4958,71.0575,8.0731,29.8611,32.8926,61.9672,51.4208,0.0716,0.0758,66.4943,65.6275,107.133,109.9856,97.1052,91.8015,62.6665,61.5347,117.1305,113.6422,95.6655,95.4057,1
1452,77,1288,50,0,2,15,2,15,W,W,42.9047,-78.8494,39.63468,-79.953926,39.344235,-76.584238,2,17,1,5,0,1,76,29,594,215,27,6,27,6,1,4,0,1,0,0,85,50,148,85,27,9,27,9,47.9356,33.7714,70.3917,11.3887,46.0691,32.3529,67.8981,7.8376,34.7489,32.1873,62.4204,52.2727,0.0859,0.0944,46.5804,33.1169,70.0916,9.6142,45.6673,32.5497,67.5353,9.4886,27.5123,25.9138,48.0208,47.6718,0.0924,0.0829,63.9891,63.413,111.9112,115.8246,97.7246,92.8376,70.1044,69.8163,107.9646,103.8837,98.5974,102.4671,1
1458,53,1459,49,0,4,13,4,13,W,W,30.3369,-81.6614,43.073858,-89.405356,34.957914,-81.934572,8,8,3,3,0,0,216,81,246,108,23,8,23,8,0,0,0,0,0,0,116,125,116,125,26,8,26,8,49.9529,35.7039,73.2394,9.5439,45.1858,34.3284,68.8811,6.9746,39.3714,25.3468,53.0928,46.6568,0.0943,0.0737,47.7399,34.8837,66.9988,5.7166,46.7794,30.5302,67.6056,10.3886,30.7143,30.5757,56.8381,42.7807,0.1042,0.0791,60.0458,60.2109,111.4756,113.3768,92.8539,91.377,65.8266,65.0668,104.4317,102.7302,93.6863,93.2594,1
1462,65,1278,54,0,6,11,6,11,Z,Z,43.05,-87.95,39.149291,-84.477648,44.977886,-93.235352,0,0,0,0,0,0,24,8,24,8,24,8,24,8,1,15,0,9,0,1,63,38,450,183,21,13,21,13,50.141,37.6506,71.134,8.8949,46.0243,29.822,65.4443,12.4118,31.8924,31.2326,51.4048,53.0543,0.0927,0.0884,50,39.8703,70.0454,16.4191,43.6469,34.0599,68.0251,6.9069,31.6573,37.7184,63.9254,58.9217,0.1167,0.0983,70.5196,70.7366,110.8022,114.0637,95.688,95.8879,66.237,66.6091,108.9568,111.3559,96.4096,95.1273,1
1124,76,1330,68,0,3,11,3,11,X,X,41.8236,-71.4222,31.545956,-97.119359,36.884919,-76.309653,1,1,0,0,0,0,106,102,126,113,25,7,25,7,2,4,0,0,0,0,187,102,328,168,26,8,26,8,52.9985,38.1847,72.8933,17.1091,41.2979,33.6146,67.9887,6.3718,32.3872,34.3977,50.7886,57.9474,0.0962,0.0899,49.1547,31.6794,64.8,8.6491,45.799,30.0613,66.4865,8.3875,25.4122,34.9411,59.9783,53.5904,0.1242,0.1009,67.519,65.8184,112.7598,117.53,98.0898,95.608,63.3504,64.0617,106.2626,106.9823,90.1057,91.4813,1
1139,54,1293,52,0,5,13,5,13,Z,Z,37.3382,-121.8863,39.840662,-86.171791,36.61241,-88.323493,2,2,0,0,0,0,84,14,84,14,28,4,28,4,0,1,0,0,0,0,83,43,187,169,30,4,30,4,50.8696,34.1656,73.7723,6.4955,46.148,31.6993,67.8625,10.4348,39.8221,31.6116,54.9112,50.559,0.1093,0.0818,54.2063,38.0702,69.4408,13.7165,41.0728,34.0037,69.0513,7.6984,31.1475,29.5356,56.6667,51.8006,0.1323,0.0945,64.5273,65.1617,108.4929,108.1695,92.5372,89.6286,67.9395,67.2484,111.9651,107.2862,90.0404,93.9013,1
1243,84,1140,72,0,2,7,2,7,Z,Z,35.4822,-97.535,39.188616,-96.581077,40.250851,-111.649281,1,1,0,0,0,0,69,31,69,31,26,7,26,7,3,3,0,0,0,0,126,39,126,39,29,5,29,5,48.9951,36.0176,66.8539,13.3624,45.1707,33.7229,70.2991,8.2467,32.1261,30.3138,54.6695,51.4563,0.1038,0.0969,51.3062,41.3743,78.9539,8.7863,44.6016,33.8534,68.516,7.4746,33.1717,32.3085,54.9495,53.6765,0.1197,0.0823,72.0244,71.048,109.5895,113.9432,95.6136,91.5124,71.4489,72.8186,115.5477,115.5427,91.6595,93.9176,1
1246,90,1448,60,0,1,9,1,9,W,W,29.9667,-90.05,38.028081,-84.510698,36.135301,-80.279004,0,11,0,7,0,2,32,2,477,142,32,2,32,2,1,1,0,0,0,0,60,30,128,154,19,10,19,10,54.5752,33.142,66.9072,17.7662,41.1496,31.2899,68.8501,7.7778,31.2977,33.8375,53.3771,47.6571,0.1036,0.0969,47.2106,30.8046,65.748,12.7643,43.7745,29.2007,68.6813,8.4379,23.2745,32.4339,45.3761,47.9675,0.0985,0.0989,70.2518,69.4026,111.7162,111.7599,92.0294,89.6768,70.7865,70.2811,100.7884,104.611,94.6932,92.6926,1
1320,69,1242,67,0,9,1,1,9,Y,Y,30.3369,-81.6614,42.514923,-92.459703,38.957351,-95.24587,1,1,0,0,0,0,87,42,87,42,28,4,28,4,6,11,4,7,1,1,201,42,408,147,32,2,32,2,47.5046,35.3566,75.814,6.4103,44.7802,33.279,69.0428,6.3771,37.8518,35.9531,49.1299,45.1659,0.0958,0.0788,52.6999,40.4321,69.9196,15.989,40.1103,33.1404,68.6012,9.0909,30.6964,32.2596,58.9545,55.1171,0.1191,0.0926,59.0766,59.9,107.2686,106.1109,91.6915,89.2475,69.9189,68.3847,116.1563,118.8778,91.0977,88.795,1
1388,75,1437,68,0,10,2,2,10,X,X,43.05,-87.95,29.451793,-98.564307,40.039388,-75.345457,2,2,0,0,0,0,181,102,181,102,26,5,26,5,5,7,4,4,1,1,202,98,324,183,24,7,24,7,52.1811,40.5286,76.129,11.1776,46.3739,30.1969,65.9359,6.5021,35.9177,23.3163,57.4725,38.5629,0.0735,0.0843,50.3894,37.2781,75.4936,11.5789,45.5263,33.5664,70.989,10.8255,34.4898,38.5445,49.9444,58.7615,0.1078,0.0903,67.4434,67.9883,116.3831,114.3804,97.8036,97.4088,72.5328,72.8656,113.4836,116.9981,100.265,96.3553,1
1397,83,1325,68,0,6,14,6,14,Y,Y,29.9667,-90.05,35.955093,-83.929696,39.334351,-82.094162,4,6,2,3,0,0,123,45,209,83,25,8,25,8,0,0,0,0,0,0,36,31,36,31,21,14,21,14,51.7749,32.0117,67.0968,10.7399,45.6643,29.7158,69.5284,10.5157,31.3247,38.1093,53.2795,52.3632,0.1116,0.0865,46.3964,36.4993,72.8235,6.6192,46.9751,30.7143,69.9068,9.1592,35.6211,33.2542,57.3844,56.9143,0.1066,0.0821,70.697,69.4883,103.3137,104.1957,91.9579,89.8789,68.7693,69.5351,104.4282,105.8645,97.691,98.3988,1
1449,82,1307,64,0,11,3,3,11,W,W,37.3382,-121.8863,39.217329,-76.06878,35.083868,-106.620155,4,5,2,2,0,0,169,90,262,178,24,9,24,9,0,4,0,1,0,0,75,25,305,179,29,4,29,4,49.4526,33.6268,72.0442,10.0874,45.8642,32.13,68.1668,6.5693,25.6781,27.1436,51.2948,46.2791,0.1002,0.0835,47.8193,36.9418,66.8867,10.3717,49.0925,33.3333,67.0134,7.5545,36.5299,39.8023,56.0316,56.7436,0.0966,0.082,73.2105,73.2103,108.3075,109.5266,95.6118,95.1524,68.0325,68.6377,112.148,113.061,98.023,97.9063,1
1165,87,1458,69,0,12,4,4,12,W,W,30.3369,-81.6614,42.445291,-76.48269,43.073858,-89.405356,2,2,0,0,0,0,144,137,144,137,27,4,27,4,8,8,3,3,0,0,216,81,246,108,23,8,23,8,51.0758,43.2815,73.3591,10.0176,46.6608,34.2105,71.5397,8.6062,39.8086,31.8563,59.0376,52.1739,0.108,0.0976,49.9529,35.7039,73.2394,9.5439,45.1858,34.3284,68.8811,6.9746,39.3714,25.3468,53.0928,46.6568,0.0943,0.0737,65.5326,65.7817,113.4091,114.0527,97.4265,102.0349,60.0458,60.2109,111.4756,113.3768,92.8539,91.377,1
1181,68,1143,53,0,1,8,1,8,X,X,35.4822,-97.535,36.00159,-78.94226,37.871519,-122.260401,25,25,18,18,10,10,789,220,862,279,29,5,29,5,1,13,0,3,0,1,45,21,591,266,23,10,23,10,46.9811,38.491,75.8621,9.842,44.0462,28.2648,68.6667,9.8113,32.968,25.3515,52.7672,48.6976,0.0996,0.0789,52.0085,37.4384,75.7322,6.2591,48.8355,31.5534,69.3816,9.3023,30.0296,31.0241,51.7598,50.2309,0.0825,0.0812,67.6228,66.6843,114.7741,116.9563,91.28,89.2061,68.5621,68.4611,114.0441,117.8527,99.398,99.0621,1
