Season,DayNum,T1_TeamID,T1_Score,T2_TeamID,T2_Score,T1_FGMmean,T1_FGAmean,T1_FGM3mean,T1_FGA3mean,T1_ORmean,T1_Astmean,T1_TOmean,T1_Stlmean,T1_PFmean,T1_opponent_FGMmean,T1_opponent_FGAmean,T1_opponent_FGM3mean,T1_opponent_FGA3mean,T1_opponent_ORmean,T1_opponent_Astmean,T1_opponent_TOmean,T1_opponent_Stlmean,T1_opponent_Blkmean,T1_PointDiffmean,T2_FGMmean,T2_FGAmean,T2_FGM3mean,T2_FGA3mean,T2_ORmean,T2_Astmean,T2_TOmean,T2_Stlmean,T2_PFmean,T2_opponent_FGMmean,T2_opponent_FGAmean,T2_opponent_FGM3mean,T2_opponent_FGA3mean,T2_opponent_ORmean,T2_opponent_Astmean,T2_opponent_TOmean,T2_opponent_Stlmean,T2_opponent_Blkmean,T2_PointDiffmean,T1_win_ratio_14d,T2_win_ratio_14d,T1_seed,T2_seed,Seed_diff,Outcome
2011,136,1458,72,1125,58,23.87096774,53.61290323,8.064516129,21.70967742,10.5483871,13.16129032,7.387096774,3.451612903,15.06451613,20.83870968,48.5483871,5.225806452,13.93548387,7.967741935,9.64516129,9.677419355,3.709677419,1.903225806,9.870967742,27.23529412,58.70588235,9.441176471,24.76470588,13.08823529,16.38235294,13.94117647,9.735294118,20.82352941,20.61764706,50.70588235,5.029411765,15.38235294,11.05882353,10.97058824,19.17647059,6.970588235,4.470588235,18.41176471,0.333333333,1,4,13,-9,0
2011,137,1400,85,1324,81,26.47058824,58.32352941,5.705882353,15.14705882,13.79411765,13.47058824,11.82352941,5.823529412,17.20588235,22.32352941,58.23529412,4.323529412,14.91176471,11.61764706,9.205882353,13,5.176470588,2.941176471,13.52941176,29.87878788,60.39393939,8,21.21212121,12.45454545,16.09090909,13.66666667,6.151515152,18.60606061,27.90909091,63.18181818,6.636363636,18.39393939,12.18181818,13.63636364,12,6.757575758,2.515151515,8.545454545,0.6,1,4,13,-9,0
2011,144,1314,81,1266,63,27.90909091,62.09090909,5.242424242,15.72727273,14.18181818,15.33333333,13.51515152,6.121212121,16.24242424,25.27272727,62.51515152,7.121212121,21.75757576,12.03030303,12.54545455,14.18181818,7.484848485,2.96969697,8.909090909,26.61764706,56.91176471,5.264705882,14.94117647,12.41176471,15.82352941,11.97058824,7.176470588,16.88235294,25.32352941,57.94117647,7.294117647,20.08823529,11.64705882,15.5,14.05882353,6.235294118,3.441176471,7.029411765,0.8,0.4,2,11,-9,0
2012,136,1231,79,1308,66,25.96969697,53.3030303,6.393939394,14.75757576,10.78787879,13.42424242,12.75757576,6.424242424,17.57575758,23.21212121,55.09090909,6.090909091,17.45454545,10.93939394,10.57575758,13.57575758,6.757575758,4.03030303,11.72727273,26.48484848,56.6969697,4.575757576,13.96969697,14.45454545,13.87878788,14.66666667,6.787878788,17.93939394,24.75757576,57.90909091,5.848484848,18.27272727,10.81818182,13.36363636,14.48484848,5.848484848,3.363636364,9.303030303,0.75,0.8,4,13,-9,0
2012,136,1257,69,1172,62,24.22857143,57.05714286,5.885714286,18.94285714,13.14285714,13.77142857,14.65714286,9.114285714,17.85714286,21.34285714,56.25714286,5.542857143,18,13.11428571,11.14285714,15.85714286,7.314285714,3.4,7.657142857,26.48387097,59.12903226,7.741935484,22.74193548,12.29032258,13.5483871,11.90322581,5.419354839,20.4516129,23.74193548,55.61290323,5.258064516,15.4516129,9.548387097,10.48387097,12.16129032,6.129032258,3.580645161,9.451612903,0.666666667,1,4,13,-9,0
2012,136,1458,73,1285,49,22.12121212,52.21212121,7.606060606,21.09090909,9.696969697,11.66666667,8.96969697,5.212121212,14.21212121,19.48484848,50.81818182,3.515151515,12.18181818,9.393939394,8.03030303,10.96969697,4.181818182,2.363636364,11,24.82758621,53.06896552,6.413793103,16.75862069,8.75862069,13.82758621,12.4137931,7.103448276,18.55172414,21.37931034,53.27586207,5.034482759,15.51724138,11.03448276,9.379310345,14.82758621,5.689655172,3.620689655,9.034482759,0.75,1,4,13,-9,0
2012,144,1242,60,1301,57,26.66666667,54.93939394,6,16.75757576,11.12121212,15.60606061,13.27272727,7.393939394,17.63636364,21.09090909,55.06060606,6.151515152,17.72727273,10.3030303,11.06060606,14,6.606060606,3.121212121,13.09090909,26.67647059,57.64705882,5.352941176,15.05882353,12.14705882,15.97058824,12.82352941,6.911764706,17.02941176,24.14705882,57.76470588,6.441176471,19.05882353,11.11764706,11.47058824,12.52941176,6.5,3.382352941,5.352941176,0.75,0.8,2,11,-9,0
2013,136,1276,71,1355,56,27.65625,57.5625,7.34375,19.5625,10.59375,14.125,9.21875,6.03125,13.0625,23.78125,56.5,6.5625,19.78125,10.21875,12.5,12.125,5.15625,3.125,11.4375,25.32258065,54.67741935,7.838709677,19.87096774,9.161290323,13.90322581,10.5483871,5.096774194,14.32258065,24.96774194,55.87096774,6.967741935,19.61290323,8.709677419,12.77419355,11.09677419,6.193548387,2.677419355,6.290322581,0.5,1,4,13,-9,0
2013,136,1387,64,1308,44,23.12121212,51.66666667,6.151515152,17.72727273,9.03030303,12.87878788,11.48484848,7.484848485,17.36363636,20.90909091,50.6969697,4.454545455,13.57575758,9.393939394,11.18181818,15.24242424,5.636363636,3.424242424,10.57575758,23.84848485,51.6969697,4,12.27272727,11.78787879,11.45454545,14.36363636,5.515151515,15.21212121,22.48484848,55.84848485,5.636363636,16.66666667,10.75757576,10.48484848,12.27272727,5.96969697,3.242424242,5.151515152,0.8,1,4,13,-9,0
2013,136,1393,81,1285,34,25.68571429,58.37142857,6.057142857,18.11428571,14.54285714,14.54285714,12.62857143,8.885714286,16.17142857,20.34285714,54,6.4,21.48571429,12.68571429,13.8,15.45714286,7.171428571,3.114285714,11.25714286,23.86206897,50.48275862,6.75862069,17.89655172,7.379310345,12.55172414,12.31034483,5.75862069,17.06896552,23.4137931,54.10344828,5.448275862,16.48275862,10.34482759,11.17241379,12.06896552,5.75862069,2.482758621,4.827586207,0.666666667,1,4,13,-9,0
2014,136,1257,71,1264,64,28.91176471,61.02941176,8.058823529,21.70588235,13.70588235,15.67647059,10.29411765,10.11764706,19.5,21.14705882,53.67647059,4.794117647,16.47058824,11.85294118,10.52941176,17.44117647,4.323529412,2.823529412,21.14705882,25.15625,55.8125,6.40625,17.46875,12.75,13.1875,14.15625,8.28125,24.125,22.46875,54.8125,5,15.28125,12.28125,11.875,15.71875,6.125,4.65625,7.375,1,1,4,13,-9,0
2014,136,1277,93,1174,78,27.26470588,57.44117647,8.058823529,20.58823529,11.05882353,17,11.44117647,6.941176471,18.88235294,21.70588235,54.23529412,6.676470588,20.08823529,9.970588235,10.94117647,12.23529412,5.705882353,2.911764706,10.61764706,26.94117647,60.38235294,7.176470588,20.79411765,11.11764706,10.88235294,9.588235294,6,18.85294118,26.64705882,60.55882353,6.147058824,19.14705882,12.32352941,11.70588235,11.88235294,4.911764706,3.823529412,4.382352941,0.8,1,4,13,-9,0
2014,136,1361,73,1308,69,23.5483871,55.38709677,4.741935484,13.96774194,12.90322581,9.35483871,9.774193548,7.451612903,16.64516129,20.74193548,52.32258065,5,16.22580645,10,10.03225806,13.51612903,4.258064516,4.419354839,10.51612903,25.79411765,53,5.147058824,14.20588235,12.02941176,13,12.64705882,4.647058824,17.14705882,24.14705882,59.52941176,4.529411765,13.67647059,12.52941176,9.588235294,10.88235294,5.5,2.382352941,9.147058824,0.8,1,4,13,-9,0
2014,137,1417,76,1409,59,29.05882353,59.29411765,6.382352941,16.32352941,10.08823529,17.20588235,10.52941176,9.382352941,17.73529412,24.35294118,56.79411765,8.205882353,23.73529412,10.08823529,13.58823529,14.5,5.5,2.676470588,11.05882353,24.66666667,55.81818182,5.757575758,17.6969697,10.78787879,12.51515152,11.45454545,6.96969697,21.42424242,21.57575758,53.54545455,6.454545455,18.3030303,10.60606061,10.75757576,14.15151515,5.727272727,3.151515152,5.727272727,0.8,1,4,13,-9,0
2014,144,1276,73,1397,71,25.60606061,53.81818182,8.484848485,21.54545455,8.848484848,14.21212121,9.393939394,5.121212121,14.54545455,24.33333333,54.6969697,5.636363636,17.57575758,9.303030303,11.93939394,10.96969697,5.03030303,2.515151515,9.03030303,24.40625,55.15625,5.5625,16.875,13.71875,12.09375,10.875,5.1875,17.1875,22.0625,53.5,4.96875,14.59375,9.53125,9.8125,10.84375,5.40625,3.84375,9.125,0.8,0.75,2,11,-9,0
2015,136,1207,84,1186,74,24.19354839,53.22580645,5.838709677,16.80645161,11.19354839,13.16129032,12.64516129,7.741935484,20.19354839,20.96774194,52.06451613,6.548387097,18.25806452,10.90322581,11.22580645,13.5483871,6.193548387,3.741935484,6.064516129,27.29032258,58.29032258,9.967741935,25.16129032,10.06451613,12.67741935,11,6.290322581,18.16129032,26.03225806,57.48387097,7.709677419,20.09677419,10.48387097,15.06451613,12.25806452,5.774193548,3.870967742,5.096774194,0.75,1,4,13,-9,0
2015,136,1314,67,1217,65,29.11428571,61.25714286,4.771428571,13.82857143,13.94285714,17.74285714,12.68571429,6.657142857,19.28571429,23.37142857,58.74285714,6.485714286,21.8,11.88571429,12.2,12.42857143,6.685714286,4.057142857,9.514285714,22.03703704,51.55555556,4.666666667,13.66666667,10.40740741,12.55555556,11.55555556,6.666666667,15.88888889,20.66666667,50.81481481,5.481481481,16.40740741,9.148148148,10.7037037,12.37037037,5.333333333,3.074074074,4.962962963,0.666666667,0.666666667,4,13,-9,0
2015,137,1257,57,1414,55,24.46875,57.09375,5.65625,18.59375,12.90625,11.6875,11.8125,8.3125,17.71875,21.125,54.375,5,17.09375,11.3125,11.71875,14.46875,5.96875,2.6875,9.6875,24.4516129,54.5483871,6.35483871,16.61290323,9.870967742,13.80645161,11.61290323,5.612903226,17.25806452,22.03225806,55.38709677,5.419354839,16.12903226,11.29032258,10.87096774,11.16129032,5.903225806,2.903225806,3.35483871,0.333333333,0.8,4,13,-9,0
2015,137,1268,65,1434,62,22.45454545,51.3030303,7.303030303,19.60606061,9.151515152,10.90909091,12.03030303,4.848484848,16.54545455,22.90909091,57.87878788,6.757575758,21.60606061,11.33333333,10.96969697,11.27272727,5.454545455,3.121212121,6.242424242,24.06666667,53.4,6.8,17.83333333,11.33333333,12.36666667,12.13333333,5.633333333,16.63333333,20.56666667,53.03333333,6.466666667,19.56666667,9.7,11.43333333,11.83333333,6.6,3.266666667,8.666666667,0.75,1,4,13,-9,0
2015,144,1211,74,1417,62,28.21212121,54.36363636,7.121212121,17.45454545,10.12121212,16.21212121,10.60606061,6.060606061,17.15151515,21.84848485,56.51515152,5.575757576,17.24242424,11.03030303,9.818181818,11.45454545,5.636363636,2.242424242,17.12121212,25.72727273,58.39393939,6.212121212,17.09090909,12.3030303,13.90909091,11.87878788,6.848484848,17.87878788,23.60606061,56.54545455,7.848484848,22.09090909,10.03030303,13.78787879,12.60606061,6.272727273,3.303030303,3.96969697,1,0.666666667,2,11,-9,0
2016,136,1181,93,1423,85,27.42424242,59.75757576,9.272727273,23.96969697,12.24242424,13.48484848,9.878787879,6.393939394,16.63636364,27.60606061,62,6.090909091,17.96969697,12.6969697,14.48484848,12.18181818,4.545454545,3.424242424,9.393939394,27.83333333,61.16666667,6.966666667,20.43333333,11.83333333,13.23333333,11.43333333,6.9,23.86666667,22.83333333,54.03333333,5.266666667,15.43333333,10.83333333,10.76666667,14.36666667,5,3.233333333,6.366666667,0.5,1,4,13,-9,0
2016,136,1235,94,1233,81,31.1875,62.1875,8.28125,21.78125,9.09375,16.53125,11.5625,6.15625,15.53125,28.21875,64.84375,7.78125,23.125,11.9375,14.125,12.40625,5.59375,2.84375,6.875,27.75,60.84375,10,26.875,10.59375,16.84375,12.78125,7.5625,19.4375,25.375,60.28125,7.71875,21.75,11.96875,13.5625,14.09375,5.75,2.875,5.9375,0.333333333,1,4,13,-9,0
2016,136,1246,85,1392,57,28.55882353,59.67647059,6.941176471,18.73529412,12.88235294,14.41176471,11,5.617647059,20.47058824,23,57.47058824,5.647058824,17.11764706,11.97058824,9.147058824,12.35294118,4.264705882,3.058823529,11.41176471,28.1,58.93333333,6.466666667,17.23333333,11.83333333,16.3,11.66666667,5.9,16.23333333,23.6,57.03333333,6.8,19.9,9.2,11.23333333,12.53333333,5.5,2.666666667,10.26666667,1,1,4,13,-9,0
2016,152,1314,83,1393,66,30.79411765,64.32352941,5.382352941,17.14705882,14.02941176,18.11764706,10.91176471,6.882352941,17.91176471,24.67647059,60.20588235,7.705882353,21.41176471,11.44117647,11.26470588,13.14705882,5.764705882,3.088235294,12.70588235,23.9375,56.125,8.75,24.25,11.8125,14.0625,12.125,8.09375,16.5625,23.71875,57.34375,7.03125,23.09375,12.90625,15.59375,13.5625,6.5,2.71875,4.5,1,0,1,10,-9,0
2017,136,1139,76,1457,64,26.80645161,56.12903226,7.64516129,21.03225806,8.774193548,13.19354839,10.16129032,6.225806452,18.93548387,23.77419355,53.58064516,6.741935484,20.16129032,8.935483871,10.22580645,13.5483871,4.935483871,2.741935484,7.903225806,26.6,58.56666667,9.7,25.53333333,9.5,12.86666667,13.1,6.133333333,18.56666667,24.76666667,60.7,6.833333333,21.5,11.06666667,10.16666667,13.63333333,6.066666667,3.3,8.1,0,1,4,13,-9,0
2017,136,1196,80,1190,65,26.59375,59.15625,7.75,21.40625,11.5625,12.625,11.8125,7.5625,18.59375,23.5625,57.75,5.59375,18.21875,10.65625,9.5625,15,5.4375,2.9375,11.71875,27.53125,55.71875,7.5,19.625,9.59375,14.84375,14.9375,8.59375,20.34375,23.15625,55.84375,7.8125,21.96875,9.75,10.9375,15.90625,6.84375,3.5625,10.1875,0.333333333,0.75,4,13,-9,0
2017,136,1345,80,1436,70,27.9375,58.25,9,22.15625,9.84375,18.125,13.09375,5.21875,15.75,25.34375,61.3125,6.5625,20.34375,9.125,12.4375,12.03125,6.46875,3.21875,12.96875,26.93939394,54.24242424,6.272727273,17.09090909,9.181818182,13.24242424,11.15151515,5.575757576,16.09090909,23.45454545,54.54545455,5.696969697,16.51515152,8.96969697,10.36363636,12.87878788,5.393939394,2.696969697,10.54545455,0.666666667,1,4,13,-9,0
2017,136,1452,86,1137,80,29,63.32352941,7.558823529,20.91176471,14.32352941,16.73529412,12.26470588,10.38235294,20.55882353,22.32352941,52.67647059,6.676470588,19.11764706,11,12.05882353,20.44117647,5.588235294,3.882352941,15.64705882,26.94117647,55.97058824,8.147058824,21.58823529,8.617647059,14.61764706,13.26470588,7.176470588,18.52941176,24.41176471,57.35294118,6.205882353,18.23529412,9.764705882,12.02941176,13.91176471,7.029411765,2.941176471,8.794117647,0.6,1,4,13,-9,0
2003,136,1173,71,1409,84,24.48275862,54.20689655,7.517241379,20.86206897,13.48275862,15.20689655,13.31034483,5.379310345,17.5862069,23.89655172,56.5862069,5.931034483,16.24137931,12.17241379,11.79310345,11.86206897,5.827586207,2.827586207,6.482758621,26.38709677,57.03225806,6.64516129,18.32258065,11.16129032,14.77419355,14.32258065,7.580645161,17.32258065,23.25806452,58.61290323,5.612903226,18.16129032,12.77419355,11.64516129,14.41935484,6.967741935,2.677419355,8.258064516,1,1,4,13,-9,0
2005,137,1393,57,1436,60,27.96969697,57.60606061,4.636363636,14.75757576,13.81818182,15.66666667,13.36363636,8.090909091,15.93939394,22.36363636,57.3030303,7.393939394,22.6969697,13.84848485,14.60606061,14.72727273,7,3.303030303,10.72727273,25.36666667,57.43333333,8.5,23.6,12.03333333,15.8,11.86666667,6.733333333,15.83333333,22.7,55.36666667,6.166666667,18.86666667,9.033333333,12.26666667,12.6,6.166666667,2.8,10.66666667,0.75,1,4,13,-9,0
2006,137,1242,73,1133,77,27.29032258,57.87096774,6.161290323,16.32258065,13.16129032,17.93548387,15.64516129,9.677419355,18.03225806,21.29032258,57.5483871,6.387096774,18.77419355,13,12.38709677,17.09677419,7.290322581,3.290322581,13.29032258,26.1,58.73333333,5.566666667,16.93333333,12.6,16.53333333,15.2,9.2,18.73333333,22,55.23333333,5.433333333,17.83333333,11.3,11.96666667,16.7,7.5,3,7.233333333,1,0.666666667,4,13,-9,0
2008,137,1163,69,1360,70,26.34375,56.9375,5.15625,14.34375,13.53125,14.8125,13.59375,5.75,15.21875,25.25,65.78125,7.4375,21.34375,14.8125,13.3125,12.21875,7.5625,3.5,9.09375,23.66666667,53.09090909,4.848484848,14.3030303,10.75757576,13.12121212,14.84848485,6.818181818,17.24242424,22.96969697,52.27272727,5.333333333,15.63636364,9.939393939,11.93939394,15.42424242,6.818181818,3.909090909,2,0.333333333,1,4,13,-9,0
2008,137,1435,62,1373,83,27.36363636,58.60606061,9.060606061,22.42424242,10.45454545,18,14.48484848,6,18.21212121,26.90909091,61.78787879,7.151515152,20.60606061,12.66666667,13.12121212,15,6.818181818,3.575757576,6.212121212,27.5625,61.125,7,18.28125,11.71875,14.5,11.09375,9.4375,15.4375,26.8125,59.5,7.6875,20.59375,13.34375,14.1875,17.375,5.1875,3.78125,5.75,0.5,1,4,13,-9,0
2009,137,1448,69,1156,84,29.33333333,59.96666667,4.033333333,12.7,12.66666667,13.16666667,15.8,8.466666667,18.76666667,24.63333333,62.26666667,6.7,22.2,12.56666667,11.7,16.03333333,7.666666667,3.8,11.06666667,23.03125,54.15625,4.75,15.34375,11.5625,13.4375,12.46875,8.59375,18.375,20.90625,51.0625,5.09375,15.53125,11.34375,11.375,15.8125,6,3.8125,5.125,0.666666667,1,4,13,-9,0
2010,136,1435,65,1293,66,26.06451613,55.22580645,6.129032258,16.58064516,10.74193548,13.16129032,13.64516129,5.806451613,19.41935484,25.12903226,60.29032258,6.35483871,18.93548387,13.5483871,12.03225806,13.58064516,6.741935484,3.967741935,7.64516129,26.78125,53.9375,6.28125,16.90625,12,15.1875,14.5,9.28125,17.46875,21.28125,54.75,5.46875,16.09375,12.125,10.875,16.53125,6.46875,2.84375,15.0625,0.5,1,4,13,-9,0
2011,136,1257,61,1287,62,27.26470588,60.26470588,8.794117647,24.38235294,12.58823529,17.47058824,13.02941176,9.205882353,19.20588235,21.79411765,55.23529412,5.588235294,18.23529412,12.88235294,11.29411765,16.05882353,6.617647059,2.676470588,10.73529412,24.09677419,53.16129032,5.935483871,17.32258065,13.77419355,12.12903226,15.06451613,8.451612903,19.19354839,20.96774194,49.90322581,6.870967742,18.61290323,9.225806452,12.83870968,14.93548387,6.35483871,2.709677419,6.838709677,0.6,1,4,13,-9,0
2012,137,1276,60,1325,65,23.875,52.09375,8.125,23.03125,8.5,12.75,10.9375,4.96875,15.75,22.5,52.34375,6.0625,17.3125,9.875,11.21875,12.4375,5.5625,2.53125,4.5,24.36363636,57.09090909,7.242424242,21.72727273,12.6969697,12.93939394,13.21212121,9.454545455,19.75757576,20.87878788,49.90909091,5.363636364,17.6969697,10.90909091,11.12121212,17.84848485,6.090909091,3.393939394,7.545454545,0.75,0.8,4,13,-9,0
2013,137,1243,61,1247,63,24.66666667,57.09090909,6.818181818,18.96969697,13.39393939,16,11.60606061,7.03030303,18.27272727,21.81818182,51.15151515,4.878787879,14.75757576,10.93939394,11.21212121,14.27272727,5.575757576,3.393939394,7.272727273,25.73333333,57.4,7.6,20.5,10.1,14.36666667,11.7,8.066666667,15.3,25.4,55.73333333,4.066666667,13.6,10.6,12.8,14.86666667,6.033333333,3.733333333,6.466666667,0.6,0.333333333,4,13,-9,0
2016,137,1143,66,1218,77,26.27272727,57,7.060606061,19.15151515,11.33333333,12.96969697,12.21212121,4.121212121,20.66666667,23.09090909,58.78787879,5.454545455,15.54545455,9.848484848,10.93939394,9.727272727,5.151515152,3,8.090909091,25.93333333,56.46666667,7.333333333,22.36666667,10.43333333,15.63333333,13.16666667,7.733333333,20.46666667,22.36666667,56.46666667,5.933333333,18.96666667,9.8,10.96666667,14.23333333,6.033333333,2.6,10.8,0.5,0.8,4,13,-9,0
2016,146,1438,62,1393,68,25.72727273,52.81818182,6,14.81818182,8.96969697,14.33333333,9.393939394,5.484848485,16.36363636,20.81818182,49.39393939,6.424242424,18.42424242,8,10.03030303,12.06060606,5.272727273,2.212121212,10.6969697,23.9375,56.125,8.75,24.25,11.8125,14.0625,12.125,8.09375,16.5625,23.71875,57.34375,7.03125,23.09375,12.90625,15.59375,13.5625,6.5,2.71875,4.5,0.8,0,1,10,-9,0
2017,143,1112,71,1462,73,26.20588235,55.08823529,6.735294118,16.94117647,10.29411765,13.79411765,11.44117647,5.5,16.97058824,23.76470588,57.20588235,6.411764706,20.94117647,9.382352941,12.64705882,11.91176471,4.735294118,3,10.82352941,25.76470588,56.73529412,7.029411765,20.67647059,12.20588235,14.85294118,12.79411765,6.147058824,18.76470588,25.35294118,56.08823529,7.441176471,22,8.470588235,14.05882353,12.23529412,6.411764706,3.823529412,3.264705882,1,0.6,2,11,-9,0
2003,138,1112,96,1211,95,30.32142857,65.71428571,7.035714286,20.07142857,15.17857143,17.64285714,14.78571429,8.464285714,17.75,26.35714286,64.67857143,6.321428571,19.96428571,13.10714286,15.46428571,16.85714286,5.964285714,2.392857143,14.96428571,26.06451613,55.4516129,7.161290323,19.06451613,11.93548387,15.74193548,14.5483871,6.806451613,18.64516129,23.90322581,56.25806452,7.451612903,20.03225806,10.09677419,13.74193548,14.87096774,6.903225806,2.096774194,8.870967742,0.666666667,0.5,1,9,-8,0
2003,138,1181,86,1141,60,27.36666667,60.33333333,7.333333333,20.6,13.76666667,13.83333333,14.03333333,8.5,21.26666667,25.06666667,57.16666667,4.933333333,14.46666667,12.2,12.33333333,17.83333333,6.433333333,4.1,11.56666667,26.62068966,52.68965517,6.827586207,17.93103448,10.5862069,15.62068966,18.24137931,7.103448276,20.96551724,26.34482759,57.93103448,4.965517241,13.89655172,12.24137931,11.79310345,16.06896552,8.448275862,2.482758621,6.103448276,0.8,1,3,11,-8,0
2003,138,1242,108,1113,76,30.23333333,62.3,4.8,14.13333333,14.3,16.73333333,14.9,10.13333333,16.7,24.6,60.53333333,6.633333333,18.33333333,11.53333333,11.9,17.3,6.833333333,4.4,14.96666667,27.20689655,56.89655172,4,12.5862069,13.68965517,15.55172414,14,5.206896552,19.4137931,24.79310345,55.65517241,5.448275862,15.89655172,11,14.06896552,15.51724138,6,3.931034483,6.793103448,0.75,0.666666667,2,10,-8,0
2003,138,1458,61,1409,60,25.03448276,53.89655172,6.24137931,17.37931034,10.31034483,13.31034483,10.51724138,6.965517241,14.82758621,22.20689655,51.5862069,5.068965517,14.93103448,8.206896552,11.17241379,13.96551724,4.655172414,2.655172414,12.03448276,26.38709677,57.03225806,6.64516129,18.32258065,11.16129032,14.77419355,14.32258065,7.580645161,17.32258065,23.25806452,58.61290323,5.612903226,18.16129032,12.77419355,11.64516129,14.41935484,6.967741935,2.677419355,8.258064516,0.5,1,5,13,-8,0
2003,139,1246,74,1428,54,28.46875,58.40625,5.90625,16.59375,12.875,16.1875,14.0625,7.8125,17.375,23,55.78125,5.78125,17.625,11.1875,10.75,16.46875,6.1875,3.53125,13.4375,23.16666667,50.73333333,7.166666667,18.76666667,10.13333333,13.2,12.7,4.666666667,20.1,20.2,48.76666667,4.566666667,14.3,10.1,10.16666667,12.56666667,6.033333333,2.366666667,6.733333333,1,0.6,1,9,-8,0
2003,139,1400,77,1345,67,28,62.42857143,5.857142857,16.78571429,16.17857143,14.5,13.42857143,6.392857143,20.35714286,24.35714286,59.21428571,6.107142857,17.64285714,12.92857143,11.21428571,14.17857143,6.964285714,3.142857143,10.17857143,23.75,54.39285714,5.107142857,15.5,10.39285714,12.25,13.82142857,7.178571429,19.82142857,22.60714286,54.5,5.357142857,16.75,10.64285714,12.96428571,16.39285714,5.428571429,3.821428571,6.5,0.666666667,0.5,1,9,-8,0
2004,138,1448,84,1264,80,28.5,60.42857143,7.642857143,19.96428571,14.03571429,15.75,15.03571429,9.25,20.82142857,25.92857143,58.32142857,7.357142857,20.32142857,12.42857143,14.10714286,17.60714286,7.857142857,4.035714286,8.178571429,24.37931034,55.20689655,5.75862069,15.65517241,12.17241379,10.79310345,13,9.448275862,20.31034483,21.75862069,52.75862069,4.655172414,14.48275862,11.72413793,11.20689655,16.93103448,6.24137931,4.275862069,10.89655172,0,1,4,12,-8,0
2004,139,1242,78,1334,63,26.92857143,58.14285714,5.75,17.17857143,12.07142857,17.25,14.42857143,6.892857143,20.46428571,23.53571429,59.46428571,6.214285714,19.10714286,13.42857143,12.28571429,14.28571429,6.321428571,4.107142857,6.678571429,23.2,49.5,5.9,16.6,9.266666667,14.3,14.1,5.833333333,16.9,22.9,56.93333333,6.166666667,18.83333333,12.06666667,11.93333333,12.6,6.733333333,2.133333333,5.366666667,0.75,1,4,12,-8,0
2005,138,1112,85,1412,63,29.12121212,61.84848485,6.848484848,17.03030303,13.72727273,16.57575758,14.84848485,8.242424242,16.45454545,25.78787879,58.78787879,6.575757576,19.18181818,12.27272727,14.90909091,16.96969697,6.636363636,2.484848485,10.12121212,27.48387097,60.41935484,6.580645161,18.67741935,11.74193548,15.67741935,13.38709677,11.77419355,19.35483871,24.25806452,55.16129032,7.225806452,20.03225806,13.12903226,13.96774194,20.5483871,6,3.322580645,6.258064516,0.75,0.75,3,11,-8,0
2005,138,1228,71,1305,59,28.15151515,57.60606061,8.696969697,21.78787879,10.96969697,18.57575758,11.12121212,7.636363636,15.51515152,21.93939394,53.3030303,5.96969697,16.45454545,10.27272727,12.3030303,15.3030303,4.727272727,2.363636364,17.3030303,24.72413793,53.55172414,2.689655172,9.931034483,12.06896552,15.06896552,14.5862069,6.689655172,15.72413793,22.93103448,58.62068966,5.586206897,17.89655172,11.10344828,12.62068966,12.96551724,7.586206897,3.068965517,7.034482759,0.8,0.666666667,1,9,-8,0
2005,139,1181,63,1280,55,26.53333333,59.16666667,8.966666667,23.3,13.5,13.2,13.6,8.766666667,18.43333333,23.9,60.9,3.8,12.53333333,14.6,9.9,15.8,7.466666667,4.2,13.96666667,25.5625,57.46875,5.8125,17.5,14.5,14.15625,15.125,6.9375,15.4375,24.25,59,6.78125,21.34375,11.03125,13.625,13.6875,7.90625,3.125,6.4375,0.8,0.5,1,9,-8,0
2005,139,1277,72,1436,61,27.71428571,55.89285714,6.857142857,19.03571429,11.85714286,17.85714286,13.85714286,7.714285714,19.28571429,22,51.17857143,6.178571429,17.32142857,9.142857143,12.35714286,15.57142857,6.821428571,2.357142857,14.71428571,25.36666667,57.43333333,8.5,23.6,12.03333333,15.8,11.86666667,6.733333333,15.83333333,22.7,55.36666667,6.166666667,18.86666667,9.033333333,12.26666667,12.6,6.166666667,2.8,10.66666667,0.666666667,1,5,13,-8,0
2005,139,1314,92,1235,65,30.4516129,61.35483871,7.387096774,18.4516129,13.77419355,19.32258065,16.67741935,10.38709677,18.12903226,24.38709677,60.4516129,7.612903226,22.29032258,11.77419355,13.25806452,19.03225806,9.129032258,5.193548387,18.51612903,25.24137931,57.24137931,3.689655172,12.5862069,11.75862069,14.24137931,12.93103448,9.482758621,16.68965517,23.03448276,55.44827586,6.724137931,21.68965517,11.75862069,14.51724138,17.37931034,6.793103448,3.275862069,4.24137931,0.75,0.75,1,9,-8,0
2005,139,1458,71,1137,62,23.2,53.06666667,7.233333333,18.76666667,10.5,13.06666667,11.46666667,5.466666667,15.33333333,22.3,52.93333333,4.966666667,16.83333333,8.433333333,11.5,12.13333333,5.566666667,2.833333333,7.533333333,21.25806452,47.74193548,6.612903226,17.58064516,9.35483871,12.4516129,15.77419355,8,18.87096774,19.58064516,50.29032258,6,18.32258065,10.96774194,10.4516129,15.87096774,7.032258065,2.516129032,5.129032258,0.8,1,6,14,-8,0
