TeamName,Season,TeamID,FirstD1Season,LastD1Season,Seed,rank,team,conference,adj_em,luck,luck_rank,sos_adj_em,sos_adj_em_rank,sos_adj_o,sos_adj_o_rank,sos_adj_d,sos_adj_d_rank,nc_sos_adj_em,nc_sos_adj_em_rank,ncaa_seed
Dayton,2003,1173,1985,2019,Y04,40,Dayton,A10,14.53,0.084,14,4.93,83,104.4,99,99.5,75,5.54,47,4
Dayton,2004,1173,1985,2019,X10,74,Dayton,A10,9.75,0.084,23,3.26,106,105.6,91,102.3,124,-1.55,205,10
Dayton,2009,1173,1985,2019,Y11,78,Dayton,A10,10.23,0.107,5,2.34,110,104.9,93,102.6,152,-4.57,269,11
Dayton,2014,1173,1985,2019,X11,42,Dayton,A10,14.25,0.038,93,6.25,63,107.7,79,101.4,51,-0.57,178,11
Dayton,2015,1173,1985,2019,W11b,42,Dayton,A10,14.24,0.022,132,3.39,88,105.4,107,102,81,0.07,158,11
Dayton,2016,1173,1985,2019,X07,59,Dayton,A10,12.63,0.082,28,3.89,86,107.3,75,103.4,109,2.58,91,7
Dayton,2017,1173,1985,2019,Z07,39,Dayton,A10,15.57,-0.021,235,3.64,82,105.9,90,102.3,75,2.53,77,7
DePaul,2004,1177,1985,2019,X07,58,DePaul,CUSA,11.36,0.091,17,5.83,62,106.4,64,100.6,71,-0.62,180,7
Delaware,2014,1174,1985,2019,W13,106,Delaware,CAA,5.83,0.064,41,-0.68,163,105.2,146,105.9,199,2.88,80,13
Delaware St,2005,1175,1985,2019,Y16,209,Delaware St.,MEAC,-4.95,0.077,25,-7.47,284,97.1,311,104.6,229,9.89,14,16
Detroit,2012,1178,1985,2019,X15,115,Detroit,Horz,5.48,-0.008,193,0.35,144,102.2,202,101.8,120,1.14,120,15
Drake,2008,1179,1985,2019,Z05,17,Drake,MVC,21.46,0.011,145,4.89,88,105.5,101,100.6,65,0.11,142,5
Duke,2002,1181,1985,2019,Y01,1,Duke,ACC,34.19,-0.027,223,9.87,18,109.3,13,99.5,31,6.66,34,1
Duke,2003,1181,1985,2019,Z03,6,Duke,ACC,23.75,-0.03,246,8.85,27,107.1,17,98.3,43,0.64,138,3
Duke,2004,1181,1985,2019,W01,1,Duke,ACC,32.33,-0.028,232,12.59,7,109.5,7,96.9,4,2.42,94,1
Duke,2005,1181,1985,2019,Y01,3,Duke,ACC,27.41,-0.002,167,10.89,6,109.5,2,98.6,18,1.51,116,1
Duke,2006,1181,1985,2019,W01,2,Duke,ACC,27.54,0.047,56,10.51,5,108.1,16,97.6,4,6.81,37,1
Duke,2007,1181,1985,2019,Z06,10,Duke,ACC,23.3,-0.074,314,11.3,3,110.7,4,99.4,6,3.88,68,6
Duke,2008,1181,1985,2019,Z02,6,Duke,ACC,26.4,-0.006,189,10.06,8,109.1,9,99,18,3.36,73,2
Duke,2009,1181,1985,2019,W02,10,Duke,ACC,24.31,0.053,47,10.23,15,108.5,19,98.3,17,3.18,84,2
Duke,2010,1181,1985,2019,X01,1,Duke,ACC,33.29,0.009,145,11.53,4,107.9,19,96.4,1,2.5,94,1
Duke,2011,1181,1985,2019,X01,2,Duke,ACC,28.42,0.017,140,8.43,30,107.3,36,98.9,15,3.48,64,1
Duke,2012,1181,1985,2019,Y02,19,Duke,ACC,19.7,0.057,45,8.18,22,107.3,25,99.1,23,7.68,17,2
Duke,2013,1181,1985,2019,Y02,6,Duke,ACC,26.98,0.033,97,9.95,10,108.4,4,98.5,29,6.85,18,2
Duke,2014,1181,1985,2019,Y03,8,Duke,ACC,24.25,-0.035,255,8.76,25,109.2,34,100.5,17,2.4,93,3
Duke,2015,1181,1985,2019,X01,3,Duke,ACC,32.48,0.067,38,11.17,3,110.7,2,99.5,17,1.31,117,1
Duke,2016,1181,1985,2019,Z04,17,Duke,ACC,21.87,-0.026,248,11.23,10,112,3,100.7,35,3.52,69,4
Duke,2017,1181,1985,2019,W02,14,Duke,ACC,24.17,0.014,150,11.43,12,111,13,99.6,21,0.03,153,2
Duke,2018,1181,1985,2019,X02,3,Duke,ACC,28.86,-0.034,271,10.6,15,110.4,30,99.8,10,4.09,58,2
E Kentucky,2005,1184,1985,2019,Y15,197,East Carolina,CUSA,-2.99,-0.022,220,6.17,62,106,77,99.8,46,4.18,65,
E Kentucky,2007,1184,1985,2019,W16,302,East Carolina,CUSA,-15.71,-0.022,235,1.74,125,104.2,165,102.4,98,-0.28,157,
E Kentucky,2014,1184,1985,2019,X15,239,East Carolina,CUSA,-5.88,0.008,162,-3.25,228,102.9,263,106.1,209,-6.45,323,
E Washington,2004,1186,1985,2019,Y15,125,Eastern Washington,BSky,3.09,0.014,133,-0.25,162,103.3,176,103.5,156,7.22,22,15
E Washington,2015,1186,1985,2019,X13,133,Eastern Washington,BSky,3.25,0.067,40,-3.75,241,104.2,148,108,317,3.94,48,13
ETSU,2003,1190,1985,2019,W15,147,East Tennessee St.,SC,1.75,0.036,76,-1.8,188,102.1,169,103.9,219,4.8,57,15
ETSU,2004,1190,1985,2019,W13,85,East Tennessee St.,SC,8.6,0.016,130,-2.39,214,102.2,210,104.6,201,0.64,147,13
ETSU,2009,1190,1985,2019,W16,105,East Tennessee St.,ASun,5.67,-0.048,289,-4.73,263,100.2,267,105,246,-1.26,189,16
ETSU,2010,1190,1985,2019,W16,150,East Tennessee St.,ASun,2.47,-0.004,179,-1.26,186,102.1,187,103.3,185,8.97,13,16
ETSU,2017,1190,1985,2019,W13,67,East Tennessee St.,SC,11.1,0.005,179,-1.17,163,105.4,106,106.6,240,0.38,143,13
F Dickinson,2005,1192,1985,2019,X16,190,Fairleigh Dickinson,NEC,-2.52,-0.003,171,-7.88,293,99.4,267,107.3,319,0.75,139,16
F Dickinson,2016,1192,1985,2019,W16a,280,Fairleigh Dickinson,NEC,-10.63,0.097,16,-9.44,338,98.7,345,108.1,299,-0.17,169,16
FL Atlantic,2002,1194,1994,2019,Y15,191,Florida Atlantic,ASun,-2.5,0.06,38,-4.94,247,102.2,213,107.1,289,-4.52,267,15
FL Gulf Coast,2013,1195,2008,2019,X15,105,Florida Gulf Coast,ASun,6.27,0.039,79,-2.79,213,101.3,215,104.1,221,4.57,48,15
FL Gulf Coast,2016,1195,2008,2019,W16b,162,Florida Gulf Coast,ASun,-0.08,-0.038,274,-5.83,285,104.1,191,110,349,-1.87,219,16
FL Gulf Coast,2017,1195,2008,2019,X14,108,Florida Gulf Coast,ASun,5.07,0.037,83,-4.8,275,103.7,194,108.5,328,2.14,90,14
Florida,2002,1196,1985,2019,X05,7,Florida,SEC,24.72,-0.073,300,9.11,23,108.3,29,99.2,25,-0.56,173,5
Florida,2003,1196,1985,2019,X02,11,Florida,SEC,22.14,0.008,140,8.3,36,106,55,97.7,24,-0.89,174,2
Florida,2004,1196,1985,2019,Y05,25,Florida,SEC,18.26,-0.023,222,9.6,13,107.9,24,98.3,11,0.08,163,5
Florida,2005,1196,1985,2019,Z04,10,Florida,SEC,23.93,-0.027,239,7.13,40,106.6,53,99.5,34,-4.3,265,4
Florida,2006,1196,1985,2019,Y03,1,Florida,SEC,28.28,-0.011,194,8.35,24,107.7,24,99.3,47,-8.46,320,3
Florida,2007,1196,1985,2019,Y01,2,Florida,SEC,30.81,0.028,110,8.73,33,109.1,33,100.3,37,-6.87,312,1
Florida,2010,1196,1985,2019,Z10,50,Florida,SEC,15.23,-0.061,309,7.75,51,106.6,48,98.8,42,-1.96,216,10
Florida,2011,1196,1985,2019,Y02,17,Florida,SEC,20.61,0.038,84,7.73,33,106.8,47,99.1,19,1.55,110,2
Florida,2012,1196,1985,2019,Z07,10,Florida,SEC,22.47,-0.043,270,7.18,34,105.4,65,98.2,3,-1.67,204,7
Florida,2013,1196,1985,2019,X03,2,Florida,SEC,31.18,-0.089,332,7,41,105.6,63,98.6,36,4.09,62,3
Florida,2014,1196,1985,2019,X01,3,Florida,SEC,28.57,0.053,68,9.02,22,109.4,32,100.4,14,2.39,94,1
Florida,2017,1196,1985,2019,W04,5,Florida,SEC,27.5,-0.041,286,12.46,7,110.3,28,97.8,2,8.19,15,4
Florida,2018,1196,1985,2019,W06,22,Florida,SEC,18.96,-0.059,310,10.74,13,110.2,31,99.5,4,4.57,46,6
Florida A&M,2004,1197,1985,2019,Z16a,256,Florida A&M,MEAC,-9.35,0.005,156,-9.84,306,96.9,305,106.7,293,1.67,120,16
Florida A&M,2007,1197,1985,2019,Z16a,254,Florida A&M,MEAC,-9.57,0.104,8,-10.39,323,97.7,322,108,312,10.61,13,16
Florida St,2009,1199,1985,2019,W05,39,Florida St.,ACC,15.76,0.066,28,10.01,21,109.2,6,99.2,42,0.6,140,5
Florida St,2010,1199,1985,2019,Z09,33,Florida St.,ACC,18.02,0.009,142,9.01,26,107.3,34,98.3,21,-2.88,241,9
Florida St,2011,1199,1985,2019,Z10,35,Florida St.,ACC,16.76,-0.017,225,7.01,44,107.1,41,100.1,46,-1.82,204,10
Florida St,2012,1199,1985,2019,W03,24,Florida St.,ACC,17.14,0.034,80,7.54,29,106.9,33,99.4,26,0.82,132,3
Florida St,2017,1199,1985,2019,X03,26,Florida St.,ACC,20.06,0.039,78,8.82,40,110.6,19,101.8,68,-3.95,272,3
Florida St,2018,1199,1985,2019,Z09,27,Florida St.,ACC,17.77,-0.029,261,9.27,36,109.6,45,100.3,20,-6.91,330,9
Fresno St,2016,1201,1985,2019,X14,108,Fresno St.,MWC,6.63,0.085,23,1.65,121,105.3,135,103.7,114,-2.89,244,14
G Washington,2005,1203,1985,2019,W12,38,George Washington,A10,14.41,-0.013,197,0.49,148,103.6,147,103.1,160,0.84,136,12
G Washington,2006,1203,1985,2019,W08,43,George Washington,A10,14.67,0.106,7,-1.23,184,101.1,237,102.4,139,-15.01,333,8
G Washington,2007,1203,1985,2019,W11,95,George Washington,A10,7.28,0.089,20,-0.57,163,104.7,146,105.3,180,-5.16,283,11
G Washington,2014,1203,1985,2019,W09,47,George Washington,A10,13.82,0.056,61,5.56,74,107.3,95,101.7,61,-0.08,162,9
George Mason,2006,1206,1985,2019,Z11,22,George Mason,CAA,18.16,0.017,121,4.11,88,105.3,77,101.2,101,2.16,92,11
George Mason,2008,1206,1985,2019,W12,80,George Mason,CAA,9.68,-0.01,196,-0.57,166,102.6,203,103.2,150,2.28,89,12
George Mason,2011,1206,1985,2019,W08,24,George Mason,CAA,18.3,0.028,108,2.06,105,105,93,103,135,0.66,140,8
Georgetown,2006,1207,1985,2019,Y07,13,Georgetown,BE,21.29,-0.026,226,9.58,11,108.1,14,98.5,22,-1.83,208,7
Georgetown,2007,1207,1985,2019,W02,4,Georgetown,BE,28.48,0.006,163,10.41,10,109.7,18,99.3,5,-1.02,174,2
Georgetown,2008,1207,1985,2019,X02,7,Georgetown,BE,25.56,0.029,99,8.48,35,108.2,31,99.8,39,-2.72,235,2
Georgetown,2010,1207,1985,2019,Y03,11,Georgetown,BE,22.64,-0.035,266,11.55,3,109,4,97.4,6,3.35,79,3
Georgetown,2011,1207,1985,2019,Z06,31,Georgetown,BE,17.65,0.048,60,12.51,4,110.2,6,97.7,3,5.8,39,6
Georgetown,2012,1207,1985,2019,X03,15,Georgetown,BE,21.05,-0.014,202,8.32,18,107.3,22,99,18,-1.04,188,3
Georgetown,2013,1207,1985,2019,X02,16,Georgetown,BE,21.24,0.038,82,7.42,33,106.3,34,98.9,43,-6.15,312,2
Georgetown,2015,1207,1985,2019,X04,22,Georgetown,BE,19.13,0,183,10.23,12,110.5,5,100.3,33,3.24,63,4
Georgia,2002,1208,1985,2019,W03,25,Georgia,SEC,18.44,-0.021,206,9.88,17,108.3,30,98.4,12,3.3,83,3
Georgia,2008,1208,1985,2019,Z14,91,Georgia,SEC,8.08,-0.032,253,7.55,47,108.5,22,101,75,-4.1,274,14
Georgia,2011,1208,1985,2019,W10,63,Georgia,SEC,12.24,-0.003,193,5.83,61,106.2,65,100.4,58,-0.69,176,10
Georgia,2015,1208,1985,2019,W10,35,Georgia,SEC,15.09,0.001,181,8.73,23,108.6,30,99.9,22,1.41,116,10
Georgia St,2015,1209,1985,2019,Z14,68,Georgia St.,SB,10.32,-0.003,192,-1.47,174,102.4,249,103.9,132,3.63,54,14
Georgia St,2018,1209,1985,2019,Y15,101,Georgia St.,SB,6.92,-0.015,218,-2.51,207,103.4,229,105.9,186,-3.22,263,15
Georgia Tech,2004,1210,1985,2019,Z03,8,Georgia Tech,ACC,24.69,0.008,148,13.74,3,110.8,2,97.1,5,0.97,138,3
Georgia Tech,2005,1210,1985,2019,W05,22,Georgia Tech,ACC,19.23,-0.038,259,10.91,5,108.9,4,98,8,-4.87,280,5
Georgia Tech,2007,1210,1985,2019,Y10,23,Georgia Tech,ACC,19.61,-0.067,309,9.63,21,109.5,21,99.9,19,-3.11,232,10
Georgia Tech,2010,1210,1985,2019,Y10,31,Georgia Tech,ACC,18.22,-0.034,262,10.94,7,107.4,31,96.4,2,-2.46,229,10
Gonzaga,2002,1211,1985,2019,Z06,24,Gonzaga,WCC,18.51,0.049,61,1.13,133,104,146,102.8,131,4.04,75,6
Gonzaga,2003,1211,1985,2019,Z09,33,Gonzaga,WCC,15.58,-0.021,220,3.93,93,103.9,116,100,87,5.83,42,9
Gonzaga,2004,1211,1985,2019,Z02,7,Gonzaga,WCC,25.34,0.013,136,3.28,105,105.5,94,102.2,116,7,23,2
Gonzaga,2005,1211,1985,2019,W03,26,Gonzaga,WCC,17.88,0.012,131,3.46,103,104,135,100.5,71,2.18,104,3
Gonzaga,2006,1211,1985,2019,X03,33,Gonzaga,WCC,15.64,0.036,79,4.38,84,104.4,104,100,69,7.98,25,3
Gonzaga,2007,1211,1985,2019,Z10,49,Gonzaga,WCC,15.31,-0.032,262,4.15,89,106.7,89,102.5,99,9.52,19,10
Gonzaga,2008,1211,1985,2019,X07,25,Gonzaga,WCC,19.05,-0.029,245,2.57,112,104,147,101.5,89,7.71,22,7
Gonzaga,2009,1211,1985,2019,X04,8,Gonzaga,WCC,24.51,0.003,156,4.63,78,105.1,89,100.5,74,10.61,13,4
Gonzaga,2010,1211,1985,2019,Z08,44,Gonzaga,WCC,16.14,0.079,23,3.42,104,105.5,79,102.1,137,4.43,61,8
Gonzaga,2011,1211,1985,2019,Y11,37,Gonzaga,WCC,16.45,-0.007,199,3.82,80,106.4,62,102.6,115,4.5,51,11
Gonzaga,2012,1211,1985,2019,W07,21,Gonzaga,WCC,18.39,-0.018,218,2.08,116,104.9,81,102.8,158,1.05,126,7
Gonzaga,2013,1211,1985,2019,Z01,5,Gonzaga,WCC,27.81,0.026,116,4.37,87,105.4,75,101,102,5.03,39,1
Gonzaga,2014,1211,1985,2019,Z08,24,Gonzaga,WCC,20.14,0.016,146,5.05,83,109,42,103.9,110,2.2,100,8
Gonzaga,2015,1211,1985,2019,X02,7,Gonzaga,WCC,27.78,0.018,138,4.37,80,107.3,67,102.9,103,3,66,2
Gonzaga,2016,1211,1985,2019,X11,21,Gonzaga,WCC,20.82,-0.038,273,3.51,90,107.3,77,103.8,118,6.12,25,11
Gonzaga,2017,1211,1985,2019,X01,1,Gonzaga,WCC,32.05,0.02,133,2.99,89,106.2,84,103.3,105,1.01,127,1
Gonzaga,2018,1211,1985,2019,Z04,10,Gonzaga,WCC,23.03,0.009,153,1.57,108,106.4,102,104.8,128,3.12,78,4
Hampton,2002,1214,1996,2019,W15,116,Hampton,MEAC,3.99,0.013,133,-8.67,291,98.5,284,107.2,292,0.87,141,15
Hampton,2006,1214,1996,2019,Y16a,271,Hampton,MEAC,-10.4,-0.057,289,-14.27,334,93.3,334,107.6,322,-8.98,321,16
Hampton,2011,1214,1996,2019,X16,208,Hampton,MEAC,-4.21,0.108,11,-10.7,337,97.4,331,108.1,338,-4.84,283,16
Hampton,2015,1214,1996,2019,Y16a,251,Hampton,MEAC,-7.4,0.031,105,-7.48,336,99.5,337,106.9,271,-0.55,176,16
Hampton,2016,1214,1996,2019,X16,248,Hampton,MEAC,-7.4,0.157,2,-9.75,341,98.9,342,108.7,325,1.91,112,16
Harvard,2012,1217,1985,2019,W12,41,Harvard,Ivy,14.34,0.027,99,-0.87,175,101.4,245,102.2,134,0.65,138,12
Harvard,2013,1217,1985,2019,Z14,93,Harvard,Ivy,7.07,0.037,89,0.6,133,102.8,145,102.2,126,5.07,38,14
Harvard,2014,1217,1985,2019,W12,32,Harvard,Ivy,17.58,0.02,131,0.13,146,104.5,170,104.3,125,0.98,130,12
Harvard,2015,1217,1985,2019,Z13,75,Harvard,Ivy,9.23,0.091,13,-0.18,145,104.3,146,104.5,158,0.36,145,13
Hawaii,2002,1218,1985,2019,Z10,51,Hawaii,WAC,13.15,0.007,154,-0.72,178,103.1,186,103.8,174,-9.7,319,10
Hawaii,2016,1218,1985,2019,Y13,60,Hawaii,BW,12.16,0.013,142,-2.32,204,102.5,258,104.9,149,-8.92,341,13
Holy Cross,2002,1221,1985,2019,X16,162,Holy Cross,Pat,-0.24,-0.048,268,-6.4,264,99.7,261,106.1,262,-3.38,246,16
Holy Cross,2003,1221,1985,2019,Y14,66,Holy Cross,Pat,10.4,0.065,37,-5.57,260,99,257,104.6,253,-0.64,170,14
Holy Cross,2007,1221,1985,2019,Z13,93,Holy Cross,Pat,7.4,0.025,119,-3.7,213,101.5,254,105.2,175,0.98,130,13
Holy Cross,2016,1221,1985,2019,Z16a,285,Holy Cross,Pat,-11.39,0.065,39,-6.09,290,101.9,288,108,294,-6.27,313,16
Houston,2010,1222,1985,2019,Y13,88,Houston,CUSA,8.79,-0.083,335,3.76,100,105,93,101.2,104,0.68,134,13
Houston,2018,1222,1985,2019,Z06,18,Houston,Amer,20.24,-0.015,216,3.9,81,106.6,95,102.7,75,-3.08,254,6
IL Chicago,2002,1227,1985,2019,Z15,118,Illinois Chicago,Horz,3.85,0.04,74,1.84,124,104.3,137,102.4,118,0.67,145,15
IL Chicago,2004,1227,1985,2019,Z13,63,Illinois Chicago,Horz,10.39,0.037,78,-0.52,171,103.6,153,104.1,182,-2.97,236,13
IUPUI,2003,1237,1999,2019,Y16,161,IUPUI,MCon,0.46,0.071,27,-2.19,201,102.6,156,104.8,265,2.78,90,16
Illinois,2002,1228,1985,2019,X04,8,Illinois,B10,23.21,0.016,123,10.6,11,110,9,99.4,29,6.79,32,4
Illinois,2003,1228,1985,2019,Z04,5,Illinois,B10,24.47,-0.029,242,7.29,52,105.8,59,98.5,54,-4.18,257,4
Illinois,2004,1228,1985,2019,W05,13,Illinois,B10,22.11,0.055,47,8.13,26,107.7,28,99.5,26,2.52,89,5
Illinois,2005,1228,1985,2019,X01,2,Illinois,B10,32.68,-0.007,179,8.16,28,107.3,32,99.1,27,0.31,157,1
Illinois,2006,1228,1985,2019,Z04,9,Illinois,B10,23.2,-0.019,212,6.77,50,106.4,49,99.6,55,-4.52,268,4
Illinois,2007,1228,1985,2019,Z12,36,Illinois,B10,17.5,-0.017,220,8.06,41,108.4,44,100.4,39,-0.2,156,12
Illinois,2009,1228,1985,2019,X05,25,Illinois,B10,18.72,0.001,164,7.96,45,106.5,55,98.6,23,-3.36,239,5
Illinois,2011,1228,1985,2019,Z09,18,Illinois,B10,20.14,-0.074,322,12.29,6,110.6,5,98.3,8,3.15,68,9
Illinois,2013,1228,1985,2019,W07,39,Illinois,B10,15.82,0.042,71,10.84,5,108.1,6,97.3,8,-0.8,185,7
Indiana,2002,1231,1985,2019,Y05,6,Indiana,B10,24.8,-0.049,270,14.12,2,111.1,2,96.9,2,13.54,4,5
Indiana,2003,1231,1985,2019,Y07,41,Indiana,B10,14.48,0.05,57,10.49,8,107.3,13,96.8,8,9.29,20,7
Indiana,2006,1231,1985,2019,X06,34,Indiana,B10,15.53,-0.012,197,9.77,10,108.8,1,99,32,2.17,91,6
Indiana,2007,1231,1985,2019,Z07,14,Indiana,B10,21.58,-0.058,298,9.96,14,108.5,43,98.5,3,1.51,111,7
Indiana,2008,1231,1985,2019,W08,29,Indiana,B10,18.43,0.037,85,6.28,64,106.6,75,100.3,59,-2.3,219,8
Indiana,2012,1231,1985,2019,Y04,9,Indiana,B10,22.55,0.007,155,8.41,15,107.4,19,99,16,-4.96,295,4
Indiana,2013,1231,1985,2019,W01,3,Indiana,B10,29.31,-0.021,239,8.86,17,106.7,23,97.8,14,-5.16,294,1
Indiana,2015,1231,1985,2019,Y10,48,Indiana,B10,13.83,-0.044,284,6.92,51,107.8,52,100.9,50,-5.96,322,10
Indiana,2016,1231,1985,2019,W05,11,Indiana,B10,23.05,0,173,6.4,65,108.8,51,102.4,87,-3.12,258,5
Indiana St,2011,1232,1985,2019,W14,108,Indiana St.,MVC,5.45,0.051,55,3.4,85,105.8,75,102.4,108,2.76,79,14
Iona,2006,1233,1985,2019,W13,65,Iona,MAAC,11.33,0.024,105,0.66,145,106,61,105.3,247,3.83,61,13
Iona,2012,1233,1985,2019,Z14b,54,Iona,MAAC,12.26,-0.011,197,-1.04,178,102.6,177,103.7,181,4.87,42,14
Iona,2013,1233,1985,2019,Z15,89,Iona,MAAC,7.45,-0.07,317,0.94,129,102.4,159,101.4,111,4.09,61,15
Iona,2016,1233,1985,2019,X13,104,Iona,MAAC,7.13,-0.005,190,-1.78,194,103.7,207,105.5,174,5.71,29,13
Iona,2017,1233,1985,2019,Y14,117,Iona,MAAC,4.2,0.013,158,-1.94,191,103.7,193,105.7,179,-0.05,157,14
Iona,2018,1233,1985,2019,X15,137,Iona,MAAC,2.63,-0.008,196,-2.12,195,103.1,240,105.2,151,2.14,95,15
Iowa,2005,1234,1985,2019,Y10,27,Iowa,B10,17.17,-0.034,251,9.51,16,107.4,31,97.9,7,3.4,78,10
Iowa,2006,1234,1985,2019,W03,21,Iowa,B10,18.22,0.046,59,7.86,33,107.7,23,99.9,64,-0.77,173,3
Iowa,2014,1234,1985,2019,Y11a,22,Iowa,B10,20.44,-0.116,347,8.35,32,108.6,55,100.2,10,-6.19,318,11
Iowa,2015,1234,1985,2019,X07,23,Iowa,B10,19.02,-0.007,203,8.58,25,108.9,21,100.4,38,-1.58,205,7
Iowa,2016,1234,1985,2019,Y07,23,Iowa,B10,20.24,-0.071,327,9.12,30,110.2,26,101.1,49,1.28,132,7
Iowa St,2005,1235,1985,2019,Z09,48,Iowa St.,B12,13.02,0.003,152,7.22,39,107.5,28,100.3,60,-3.06,238,9
Iowa St,2012,1235,1985,2019,Y08,26,Iowa St.,B12,16.69,-0.004,184,7.22,32,107,30,99.8,39,-4.08,271,8
Iowa St,2013,1235,1985,2019,Z10,30,Iowa St.,B12,17.63,-0.046,288,6.74,50,105.5,71,98.7,40,-3.12,258,10
Iowa St,2014,1235,1985,2019,W03,20,Iowa St.,B12,21.07,0.064,42,10.77,4,111.1,2,100.4,12,1.44,117,3
Iowa St,2015,1235,1985,2019,X03,16,Iowa St.,B12,21.49,0.005,173,10.59,6,109,18,98.5,4,-1.18,192,3
Iowa St,2016,1235,1985,2019,X04,20,Iowa St.,B12,20.95,-0.062,318,12.05,5,110.2,28,98.1,1,2.54,92,4
Iowa St,2017,1235,1985,2019,Y05,17,Iowa St.,B12,23.45,-0.019,234,14.05,3,112.6,2,98.6,5,-0.74,175,5
Jackson St,2007,1238,1985,2019,Y16,251,Jackson St.,SWAC,-9.48,0.14,1,-10.16,321,95.6,331,105.8,200,7.09,32,16
Jacksonville St,2017,1240,1996,2019,Y15,157,Jacksonville St.,OVC,0.63,0.028,107,-1.68,183,104.2,167,105.9,197,0.61,134,15
James Madison,2013,1241,1985,2019,W16a,182,James Madison,CAA,-0.92,0.063,34,-3.42,233,101.9,180,105.3,279,-4.5,283,16
Kansas,2002,1242,1985,2019,X01,4,Kansas,B12,28.99,0.022,109,10.67,10,110.5,4,99.9,40,8.32,23,1
Kansas,2003,1242,1985,2019,Z02,2,Kansas,B12,28.62,-0.017,208,11.84,2,108.7,2,96.8,9,6.08,35,2
Kansas,2004,1242,1985,2019,Z04,18,Kansas,B12,20.89,0.017,125,10.39,11,109.2,10,98.8,15,6.53,30,4
Kansas,2005,1242,1985,2019,Z03,11,Kansas,B12,23.08,0.008,145,10.45,8,108.1,18,97.7,5,10.37,13,3
Kansas,2006,1242,1985,2019,X04,8,Kansas,B12,23.22,-0.043,271,6.03,64,106,63,99.9,65,-1.11,182,4
Kansas,2007,1242,1985,2019,Z01,5,Kansas,B12,27.81,0.031,102,6.86,59,108.1,58,101.2,64,-0.93,170,1
Kansas,2008,1242,1985,2019,X01,1,Kansas,B12,35.21,0.012,138,9.57,14,109.2,8,99.6,35,-1.41,184,1
Kansas,2009,1242,1985,2019,Y03,14,Kansas,B12,23.83,-0.013,202,8.83,37,107.9,32,99.1,39,1.55,117,3
Kansas,2010,1242,1985,2019,Y01,2,Kansas,B12,31.85,0.038,83,9.53,16,108.2,16,98.7,32,1.13,125,1
Kansas,2011,1242,1985,2019,Z01,3,Kansas,B12,28.38,0.06,38,7.75,32,108.2,28,100.5,61,-0.29,164,1
Kansas,2012,1242,1985,2019,X02,4,Kansas,B12,26.91,0.027,101,11.15,1,108.8,4,97.6,1,5.21,38,2
Kansas,2013,1242,1985,2019,X01,8,Kansas,B12,25.23,0.01,153,7.05,40,106.8,19,99.8,66,2.64,87,1
Kansas,2014,1242,1985,2019,X02,7,Kansas,B12,24.6,-0.051,295,12.13,1,112.2,1,100,7,9.47,11,2
Kansas,2015,1242,1985,2019,Y02,12,Kansas,B12,22.72,0.07,33,13.17,1,110.6,3,97.4,1,9.57,8,2
Kansas,2016,1242,1985,2019,Y01,3,Kansas,B12,29.67,0.044,75,12.61,3,111.4,8,98.8,4,3.62,66,1
Kansas,2017,1242,1985,2019,Y01,6,Kansas,B12,27.45,0.067,32,12.43,8,111.2,10,98.8,8,2.39,80,1
Kansas,2018,1242,1985,2019,X01,9,Kansas,B12,23.49,0.076,23,12.41,2,111.7,3,99.3,3,3.55,70,1
Kansas St,2008,1243,1985,2019,X11,26,Kansas St.,B12,18.9,-0.049,290,9.09,27,108,38,98.9,14,-2.73,237,11
Kansas St,2010,1243,1985,2019,Z02,6,Kansas St.,B12,25.52,-0.008,192,11.99,2,109.5,2,97.5,10,2.37,96,2
Kansas St,2011,1243,1985,2019,Y05,32,Kansas St.,B12,17.42,0.01,149,9.23,19,108.5,21,99.3,21,0.73,135,5
Kansas St,2012,1243,1985,2019,W08,23,Kansas St.,B12,17.52,-0.024,231,7.98,28,107,28,99.1,21,-3.29,251,8
Kansas St,2013,1243,1985,2019,Z04,27,Kansas St.,B12,18.16,0.051,51,6.82,47,106.1,38,99.3,55,-3.29,264,4
Kansas St,2014,1243,1985,2019,Y09,45,Kansas St.,B12,14.1,0.001,185,8.17,35,110.5,8,102.3,81,-4.06,285,9
Kansas St,2017,1243,1985,2019,Z11a,30,Kansas St.,B12,17.44,-0.029,256,11.56,11,110.6,20,99,11,-5.31,305,11
Kansas St,2018,1243,1985,2019,Y09,42,Kansas St.,B12,14.77,0.071,31,9.39,34,111,14,101.6,59,-6.5,324,9
Kent,2002,1245,1985,2019,Y10,14,Kent St.,MAC,20.39,0.008,150,3.11,104,106.3,77,103.2,142,2.99,90,10
Kent,2006,1245,1985,2019,X12,70,Kent St.,MAC,10.54,0.017,123,0.67,144,103.2,165,102.5,142,-1.52,198,12
Kent,2008,1245,1985,2019,X09,55,Kent St.,MAC,13.04,0.075,26,1.03,140,103.5,166,102.5,127,-0.11,151,9
Kent,2017,1245,1985,2019,Z14,141,Kent St.,MAC,1.68,0.024,122,-1.92,188,104.4,160,106.3,225,-5.91,316,14
Kentucky,2002,1246,1985,2019,W04,10,Kentucky,SEC,22.21,-0.029,230,12.97,3,110.3,7,97.4,5,6.75,33,4
Kentucky,2003,1246,1985,2019,Y01,1,Kentucky,SEC,29.18,0.051,53,11.2,4,108.6,3,97.4,16,6.77,33,1
